country,year,sex,age,suicides_no,suicides/100k pop,generation
Chile,2002,male,75+ years,62,34.66,Silent
Chile,2002,male,55-74 years,222,25.63,Silent
Chile,2002,male,35-54 years,519,25.6,Boomers
Chile,2002,male,25-34 years,296,23.67,Generation X
Chile,2002,male,15-24 years,241,18.2,Millenials
Chile,2002,female,35-54 years,101,4.91,Boomers
Chile,2002,female,75+ years,13,4.31,Silent
Chile,2002,female,25-34 years,46,3.72,Generation X
Chile,2002,female,15-24 years,47,3.66,Millenials
Chile,2002,female,55-74 years,34,3.36,Silent
Chile,2002,male,5-14 years,17,1.2,Millenials
Chile,2002,female,5-14 years,5,0.36,Millenials
Chile,2003,male,75+ years,68,36.41,Silent
Chile,2003,male,55-74 years,252,28.2,Silent
Chile,2003,male,35-54 years,522,25.09,Boomers
Chile,2003,male,25-34 years,306,24.56,Generation X
Chile,2003,male,15-24 years,234,17.37,Millenials
Chile,2003,female,35-54 years,92,4.36,Boomers
Chile,2003,female,25-34 years,53,4.31,Generation X
Chile,2003,female,15-24 years,53,4.05,Millenials
Chile,2003,female,75+ years,12,3.82,Silent
Chile,2003,female,55-74 years,38,3.66,Silent
Chile,2003,male,5-14 years,20,1.42,Millenials
Chile,2003,female,5-14 years,4,0.29,Millenials
Chile,2004,male,75+ years,70,36.01,Silent
Chile,2004,male,55-74 years,240,25.96,Silent
Chile,2004,male,25-34 years,315,25.36,Generation X
Chile,2004,male,35-54 years,537,25.2,Boomers
Chile,2004,male,15-24 years,295,21.54,Millenials
Chile,2004,female,25-34 years,66,5.39,Generation X
Chile,2004,female,15-24 years,59,4.44,Millenials
Chile,2004,female,35-54 years,94,4.36,Boomers
Chile,2004,female,75+ years,11,3.37,Silent
Chile,2004,female,55-74 years,28,2.62,Silent
Chile,2004,male,5-14 years,15,1.07,Millenials
Chile,2004,female,5-14 years,5,0.37,Millenials
Chile,2005,male,75+ years,69,34.23,Silent
Chile,2005,male,55-74 years,252,26.26,Silent
Chile,2005,male,35-54 years,512,23.53,Boomers
Chile,2005,male,25-34 years,279,22.47,Generation X
Chile,2005,male,15-24 years,265,19.08,Millenials
Chile,2005,female,35-54 years,108,4.91,Boomers
Chile,2005,female,15-24 years,62,4.61,Millenials
Chile,2005,female,25-34 years,49,4.01,Generation X
Chile,2005,female,55-74 years,40,3.63,Silent
Chile,2005,male,5-14 years,26,1.88,Millenials
Chile,2005,female,75+ years,6,1.77,Silent
Chile,2005,female,5-14 years,14,1.05,Millenials
Chile,2006,male,75+ years,82,38.91,Silent
Chile,2006,male,35-54 years,597,26.96,Boomers
Chile,2006,male,55-74 years,256,25.77,Silent
Chile,2006,male,25-34 years,287,23.05,Generation X
Chile,2006,male,15-24 years,256,18.19,Millenials
Chile,2006,female,35-54 years,127,5.67,Boomers
Chile,2006,female,15-24 years,74,5.43,Millenials
Chile,2006,female,25-34 years,49,4.0,Generation X
Chile,2006,female,55-74 years,33,2.9,Silent
Chile,2006,female,75+ years,8,2.27,Silent
Chile,2006,male,5-14 years,20,1.46,Millenials
Chile,2006,female,5-14 years,6,0.45,Millenials
Chile,2007,male,75+ years,63,28.72,Silent
Chile,2007,male,55-74 years,270,26.19,Silent
Chile,2007,male,25-34 years,310,24.78,Generation X
Chile,2007,male,35-54 years,532,23.67,Boomers
Chile,2007,male,15-24 years,302,21.23,Millenials
Chile,2007,female,15-24 years,90,6.54,Millenials
Chile,2007,female,25-34 years,74,6.03,Generation X
Chile,2007,female,35-54 years,128,5.63,Boomers
Chile,2007,female,55-74 years,42,3.58,Silent
Chile,2007,female,75+ years,9,2.46,Silent
Chile,2007,male,5-14 years,19,1.4,Generation Z
Chile,2007,female,5-14 years,9,0.69,Generation Z
Chile,2008,male,75+ years,74,32.54,Silent
Chile,2008,male,25-34 years,346,27.45,Generation X
Chile,2008,male,55-74 years,294,27.42,Silent
Chile,2008,male,35-54 years,616,27.05,Boomers
Chile,2008,male,15-24 years,330,23.02,Millenials
Chile,2008,female,15-24 years,110,7.94,Millenials
Chile,2008,female,25-34 years,79,6.4,Generation X
Chile,2008,female,35-54 years,135,5.87,Boomers
Chile,2008,female,55-74 years,64,5.26,Silent
Chile,2008,female,75+ years,10,2.64,Silent
Chile,2008,female,5-14 years,16,1.24,Generation Z
Chile,2008,male,5-14 years,14,1.05,Generation Z
Chile,2009,male,75+ years,88,37.48,Silent
Chile,2009,male,25-34 years,362,28.43,Generation X
Chile,2009,male,55-74 years,316,28.31,Silent
Chile,2009,male,35-54 years,613,26.6,Boomers
Chile,2009,male,15-24 years,330,22.91,Millenials
Chile,2009,female,15-24 years,102,7.34,Millenials
Chile,2009,female,25-34 years,85,6.83,Generation X
Chile,2009,female,35-54 years,155,6.67,Boomers
Chile,2009,female,55-74 years,59,4.68,Silent
Chile,2009,female,75+ years,12,3.06,Silent
Chile,2009,male,5-14 years,15,1.13,Generation Z
Chile,2009,female,5-14 years,11,0.86,Generation Z
Chile,2010,male,75+ years,98,40.59,Silent
Chile,2010,male,35-54 years,607,26.05,Generation X
Chile,2010,male,25-34 years,307,23.8,Generation X
Chile,2010,male,55-74 years,273,23.48,Silent
Chile,2010,male,15-24 years,315,21.83,Millenials
Chile,2010,female,15-24 years,90,6.47,Millenials
Chile,2010,female,35-54 years,150,6.39,Generation X
Chile,2010,female,25-34 years,78,6.2,Generation X
Chile,2010,female,55-74 years,45,3.44,Silent
Chile,2010,female,75+ years,10,2.47,Silent
Chile,2010,male,5-14 years,18,1.37,Generation Z
Chile,2010,female,5-14 years,10,0.79,Generation Z
Chile,2011,male,75+ years,89,35.57,Silent
Chile,2011,male,55-74 years,339,28.13,Boomers
Chile,2011,male,25-34 years,330,25.2,Millenials
Chile,2011,male,35-54 years,575,24.46,Generation X
Chile,2011,male,15-24 years,312,21.65,Millenials
Chile,2011,female,35-54 years,158,6.67,Generation X
Chile,2011,female,25-34 years,67,5.26,Millenials
Chile,2011,female,15-24 years,69,4.97,Millenials
Chile,2011,female,55-74 years,50,3.7,Boomers
Chile,2011,female,75+ years,14,3.35,Silent
Chile,2011,female,5-14 years,12,0.96,Generation Z
Chile,2011,male,5-14 years,12,0.92,Generation Z
Chile,2012,male,75+ years,101,39.13,Silent
Chile,2012,male,25-34 years,319,23.92,Millenials
Chile,2012,male,35-54 years,555,23.41,Generation X
Chile,2012,male,55-74 years,285,22.8,Boomers
Chile,2012,male,15-24 years,242,16.86,Millenials
Chile,2012,female,35-54 years,138,5.79,Generation X
Chile,2012,female,25-34 years,62,4.78,Millenials
Chile,2012,female,15-24 years,62,4.49,Millenials
Chile,2012,female,55-74 years,52,3.72,Boomers
Chile,2012,female,75+ years,10,2.33,Silent
Chile,2012,male,5-14 years,8,0.62,Generation Z
Chile,2012,female,5-14 years,7,0.56,Generation Z
Chile,2013,male,75+ years,82,30.87,Silent
Chile,2013,male,55-74 years,288,22.21,Boomers
Chile,2013,male,25-34 years,298,21.92,Millenials
Chile,2013,male,35-54 years,516,21.59,Generation X
Chile,2013,male,15-24 years,224,15.71,Millenials
Chile,2013,female,35-54 years,130,5.41,Generation X
Chile,2013,female,15-24 years,60,4.38,Millenials
Chile,2013,female,25-34 years,52,3.94,Millenials
Chile,2013,female,55-74 years,54,3.74,Boomers
Chile,2013,female,75+ years,14,3.17,Silent
Chile,2013,male,5-14 years,12,0.93,Generation Z
Chile,2013,female,5-14 years,8,0.65,Generation Z
Chile,2014,male,75+ years,92,33.62,Silent
Chile,2014,male,55-74 years,308,22.9,Boomers
Chile,2014,male,35-54 years,536,22.25,Generation X
Chile,2014,male,25-34 years,289,20.87,Millenials
Chile,2014,male,15-24 years,238,16.83,Millenials
Chile,2014,female,35-54 years,127,5.25,Generation X
Chile,2014,female,25-34 years,60,4.47,Millenials
Chile,2014,female,15-24 years,58,4.27,Millenials
Chile,2014,female,55-74 years,52,3.48,Boomers
Chile,2014,female,75+ years,8,1.76,Silent
Chile,2014,male,5-14 years,12,0.94,Generation Z
Chile,2014,female,5-14 years,9,0.73,Generation Z
Chile,2015,male,75+ years,117,41.44,Silent
Chile,2015,male,55-74 years,301,21.59,Boomers
Chile,2015,male,35-54 years,513,21.14,Generation X
Chile,2015,male,25-34 years,296,21.04,Millenials
Chile,2015,male,15-24 years,224,15.99,Millenials
Chile,2015,female,35-54 years,136,5.59,Generation X
Chile,2015,female,55-74 years,78,5.05,Boomers
Chile,2015,female,25-34 years,66,4.85,Millenials
Chile,2015,female,15-24 years,64,4.76,Millenials
Chile,2015,female,75+ years,21,4.46,Silent
Chile,2015,female,5-14 years,13,1.06,Generation Z
Chile,2015,male,5-14 years,9,0.71,Generation Z
Colombia,2000,male,75+ years,60,20.66,G.I. Generation
Colombia,2000,male,15-24 years,629,15.73,Generation X
Colombia,2000,male,55-74 years,198,13.28,Silent
Colombia,2000,male,25-34 years,438,13.23,Generation X
Colombia,2000,male,35-54 years,453,10.31,Boomers
Colombia,2000,female,15-24 years,262,6.68,Generation X
Colombia,2000,female,25-34 years,96,2.82,Generation X
Colombia,2000,female,35-54 years,99,2.1,Boomers
Colombia,2000,female,75+ years,6,1.46,G.I. Generation
Colombia,2000,female,5-14 years,57,1.35,Millenials
Colombia,2000,female,55-74 years,23,1.32,Silent
Colombia,2000,male,5-14 years,37,0.84,Millenials
Colombia,2001,male,75+ years,54,17.76,Silent
Colombia,2001,male,55-74 years,234,15.12,Silent
Colombia,2001,male,15-24 years,602,14.84,Millenials
Colombia,2001,male,25-34 years,439,13.19,Generation X
Colombia,2001,male,35-54 years,491,10.78,Boomers
Colombia,2001,female,15-24 years,302,7.59,Millenials
Colombia,2001,female,25-34 years,105,3.07,Generation X
Colombia,2001,female,55-74 years,30,1.66,Silent
Colombia,2001,female,35-54 years,71,1.45,Boomers
Colombia,2001,female,5-14 years,45,1.07,Millenials
Colombia,2001,female,75+ years,4,0.94,Silent
Colombia,2001,male,5-14 years,35,0.8,Millenials
Colombia,2002,male,75+ years,48,15.18,Silent
Colombia,2002,male,15-24 years,590,14.37,Millenials
Colombia,2002,male,25-34 years,460,13.76,Generation X
Colombia,2002,male,55-74 years,177,11.0,Silent
Colombia,2002,male,35-54 years,487,10.32,Boomers
Colombia,2002,female,15-24 years,295,7.34,Millenials
Colombia,2002,female,25-34 years,92,2.68,Generation X
Colombia,2002,female,35-54 years,81,1.6,Boomers
Colombia,2002,female,5-14 years,64,1.53,Millenials
Colombia,2002,female,55-74 years,28,1.49,Silent
Colombia,2002,male,5-14 years,53,1.21,Millenials
Colombia,2002,female,75+ years,4,0.9,Silent
Colombia,2003,male,75+ years,49,14.97,Silent
Colombia,2003,male,55-74 years,235,13.99,Silent
Colombia,2003,male,25-34 years,424,12.61,Generation X
Colombia,2003,male,15-24 years,508,12.26,Millenials
Colombia,2003,male,35-54 years,441,9.05,Boomers
Colombia,2003,female,15-24 years,299,7.38,Millenials
Colombia,2003,female,25-34 years,93,2.7,Generation X
Colombia,2003,female,35-54 years,96,1.84,Boomers
Colombia,2003,female,55-74 years,35,1.79,Silent
Colombia,2003,female,75+ years,6,1.3,Silent
Colombia,2003,female,5-14 years,48,1.15,Millenials
Colombia,2003,male,5-14 years,35,0.81,Millenials
Colombia,2004,male,75+ years,74,21.91,Silent
Colombia,2004,male,55-74 years,229,13.04,Silent
Colombia,2004,male,15-24 years,522,12.5,Millenials
Colombia,2004,male,25-34 years,397,11.7,Generation X
Colombia,2004,male,35-54 years,465,9.27,Boomers
Colombia,2004,female,15-24 years,246,6.03,Millenials
Colombia,2004,female,25-34 years,91,2.62,Generation X
Colombia,2004,female,75+ years,9,1.89,Silent
Colombia,2004,female,35-54 years,85,1.58,Boomers
Colombia,2004,female,55-74 years,29,1.42,Silent
Colombia,2004,male,5-14 years,56,1.3,Millenials
Colombia,2004,female,5-14 years,41,0.99,Millenials
Colombia,2005,male,75+ years,63,18.12,Silent
Colombia,2005,male,15-24 years,517,12.28,Millenials
Colombia,2005,male,55-74 years,219,11.89,Silent
Colombia,2005,male,25-34 years,352,10.24,Generation X
Colombia,2005,male,35-54 years,434,8.43,Boomers
Colombia,2005,female,15-24 years,225,5.48,Millenials
Colombia,2005,female,25-34 years,93,2.65,Generation X
Colombia,2005,female,35-54 years,87,1.58,Boomers
Colombia,2005,female,55-74 years,27,1.26,Silent
Colombia,2005,male,5-14 years,52,1.21,Millenials
Colombia,2005,female,75+ years,5,1.02,Silent
Colombia,2005,female,5-14 years,28,0.68,Millenials
Colombia,2006,male,75+ years,78,21.46,Silent
Colombia,2006,male,15-24 years,521,12.32,Millenials
Colombia,2006,male,25-34 years,408,11.68,Generation X
Colombia,2006,male,55-74 years,211,10.96,Silent
Colombia,2006,male,35-54 years,453,8.61,Boomers
Colombia,2006,female,15-24 years,197,4.77,Millenials
Colombia,2006,female,25-34 years,96,2.69,Generation X
Colombia,2006,female,35-54 years,90,1.6,Boomers
Colombia,2006,female,55-74 years,33,1.48,Silent
Colombia,2006,male,5-14 years,46,1.08,Millenials
Colombia,2006,female,5-14 years,40,0.98,Millenials
Colombia,2006,female,75+ years,4,0.78,Silent
Colombia,2007,male,75+ years,67,17.71,Silent
Colombia,2007,male,55-74 years,245,12.14,Silent
Colombia,2007,male,15-24 years,493,11.61,Millenials
Colombia,2007,male,25-34 years,410,11.51,Generation X
Colombia,2007,male,35-54 years,475,8.85,Boomers
Colombia,2007,female,15-24 years,208,5.02,Millenials
Colombia,2007,female,25-34 years,105,2.89,Generation X
Colombia,2007,female,35-54 years,82,1.43,Boomers
Colombia,2007,female,5-14 years,40,0.98,Generation Z
Colombia,2007,male,5-14 years,37,0.87,Generation Z
Colombia,2007,female,55-74 years,16,0.68,Silent
Colombia,2007,female,75+ years,3,0.56,Silent
Colombia,2008,male,75+ years,69,17.57,Silent
Colombia,2008,male,55-74 years,250,11.79,Silent
Colombia,2008,male,25-34 years,417,11.45,Generation X
Colombia,2008,male,15-24 years,479,11.24,Millenials
Colombia,2008,male,35-54 years,510,9.34,Boomers
Colombia,2008,female,15-24 years,206,4.96,Millenials
Colombia,2008,female,25-34 years,85,2.29,Generation X
Colombia,2008,female,35-54 years,82,1.4,Boomers
Colombia,2008,male,5-14 years,47,1.12,Generation Z
Colombia,2008,female,55-74 years,27,1.1,Silent
Colombia,2008,female,5-14 years,43,1.06,Generation Z
Colombia,2008,female,75+ years,5,0.9,Silent
Colombia,2009,male,75+ years,72,17.74,Silent
Colombia,2009,male,25-34 years,426,11.47,Generation X
Colombia,2009,male,55-74 years,252,11.32,Silent
Colombia,2009,male,15-24 years,481,11.26,Millenials
Colombia,2009,male,35-54 years,517,9.31,Boomers
Colombia,2009,female,15-24 years,207,4.98,Millenials
Colombia,2009,female,25-34 years,72,1.9,Generation X
Colombia,2009,female,55-74 years,46,1.79,Silent
Colombia,2009,female,35-54 years,87,1.46,Boomers
Colombia,2009,male,5-14 years,54,1.29,Generation Z
Colombia,2009,female,5-14 years,32,0.79,Generation Z
Colombia,2009,female,75+ years,3,0.52,Silent
Colombia,2010,male,75+ years,65,15.54,Silent
Colombia,2010,male,25-34 years,436,11.54,Generation X
Colombia,2010,male,15-24 years,480,11.23,Millenials
Colombia,2010,male,55-74 years,225,9.63,Silent
Colombia,2010,male,35-54 years,463,8.2,Generation X
Colombia,2010,female,15-24 years,187,4.5,Millenials
Colombia,2010,female,25-34 years,78,2.03,Generation X
Colombia,2010,female,35-54 years,72,1.19,Generation X
Colombia,2010,male,5-14 years,41,0.98,Generation Z
Colombia,2010,female,5-14 years,39,0.97,Generation Z
Colombia,2010,female,75+ years,5,0.84,Silent
Colombia,2010,female,55-74 years,16,0.59,Silent
Colombia,2011,male,75+ years,60,13.75,Silent
Colombia,2011,male,15-24 years,450,10.54,Millenials
Colombia,2011,male,25-34 years,382,9.95,Millenials
Colombia,2011,male,55-74 years,231,9.45,Boomers
Colombia,2011,male,35-54 years,498,8.67,Generation X
Colombia,2011,female,15-24 years,159,3.83,Millenials
Colombia,2011,female,25-34 years,69,1.77,Millenials
Colombia,2011,female,35-54 years,87,1.41,Generation X
Colombia,2011,female,55-74 years,29,1.03,Boomers
Colombia,2011,male,5-14 years,41,0.98,Generation Z
Colombia,2011,female,5-14 years,34,0.85,Generation Z
Colombia,2011,female,75+ years,4,0.65,Silent
Colombia,2012,male,75+ years,69,15.21,Silent
Colombia,2012,male,15-24 years,486,11.42,Millenials
Colombia,2012,male,25-34 years,412,10.59,Millenials
Colombia,2012,male,55-74 years,266,10.41,Boomers
Colombia,2012,male,35-54 years,455,7.78,Generation X
Colombia,2012,female,15-24 years,151,3.65,Millenials
Colombia,2012,female,25-34 years,73,1.85,Millenials
Colombia,2012,female,55-74 years,41,1.39,Boomers
Colombia,2012,female,35-54 years,83,1.33,Generation X
Colombia,2012,male,5-14 years,44,1.06,Generation Z
Colombia,2012,female,75+ years,6,0.93,Silent
Colombia,2012,female,5-14 years,33,0.83,Generation Z
Colombia,2013,male,75+ years,69,14.68,Silent
Colombia,2013,male,15-24 years,450,10.62,Millenials
Colombia,2013,male,55-74 years,260,9.73,Boomers
Colombia,2013,male,25-34 years,381,9.69,Millenials
Colombia,2013,male,35-54 years,462,7.77,Generation X
Colombia,2013,female,15-24 years,141,3.43,Millenials
Colombia,2013,female,25-34 years,81,2.04,Millenials
Colombia,2013,female,35-54 years,101,1.59,Generation X
Colombia,2013,female,55-74 years,41,1.33,Boomers
Colombia,2013,male,5-14 years,41,0.99,Generation Z
Colombia,2013,female,5-14 years,36,0.91,Generation Z
Colombia,2013,female,75+ years,5,0.75,Silent
Colombia,2014,male,75+ years,83,17.07,Silent
Colombia,2014,male,15-24 years,480,11.38,Millenials
Colombia,2014,male,55-74 years,283,10.12,Boomers
Colombia,2014,male,25-34 years,395,9.96,Millenials
Colombia,2014,male,35-54 years,477,7.89,Generation X
Colombia,2014,female,15-24 years,132,3.23,Millenials
Colombia,2014,female,25-34 years,82,2.05,Millenials
Colombia,2014,female,55-74 years,43,1.34,Boomers
Colombia,2014,female,35-54 years,82,1.27,Generation X
Colombia,2014,male,5-14 years,37,0.9,Generation Z
Colombia,2014,female,75+ years,5,0.72,Silent
Colombia,2014,female,5-14 years,27,0.69,Generation Z
Colombia,2015,male,75+ years,82,16.33,Silent
Colombia,2015,male,15-24 years,473,11.27,Millenials
Colombia,2015,male,55-74 years,317,10.83,Boomers
Colombia,2015,male,25-34 years,379,9.49,Millenials
Colombia,2015,male,35-54 years,560,9.12,Generation X
Colombia,2015,female,15-24 years,176,4.32,Millenials
Colombia,2015,female,25-34 years,111,2.75,Millenials
Colombia,2015,female,35-54 years,96,1.46,Generation X
Colombia,2015,female,75+ years,10,1.4,Silent
Colombia,2015,female,55-74 years,45,1.34,Boomers
Colombia,2015,female,5-14 years,44,1.13,Generation Z
Colombia,2015,male,5-14 years,39,0.96,Generation Z
Costa Rica,2000,male,75+ years,6,16.89,G.I. Generation
Costa Rica,2000,male,35-54 years,77,16.62,Boomers
Costa Rica,2000,male,25-34 years,50,16.41,Generation X
Costa Rica,2000,male,15-24 years,53,14.46,Generation X
Costa Rica,2000,male,55-74 years,24,13.07,Silent
Costa Rica,2000,female,25-34 years,11,3.6,Generation X
Costa Rica,2000,female,75+ years,1,2.15,G.I. Generation
Costa Rica,2000,female,15-24 years,7,1.97,Generation X
Costa Rica,2000,female,55-74 years,3,1.56,Silent
Costa Rica,2000,female,35-54 years,5,1.07,Boomers
Costa Rica,2000,female,5-14 years,1,0.25,Millenials
Costa Rica,2000,male,5-14 years,1,0.24,Millenials
Costa Rica,2001,male,75+ years,7,18.63,Silent
Costa Rica,2001,male,25-34 years,44,14.35,Generation X
Costa Rica,2001,male,35-54 years,61,12.75,Boomers
Costa Rica,2001,male,55-74 years,22,11.48,Silent
Costa Rica,2001,male,15-24 years,32,8.51,Millenials
Costa Rica,2001,female,25-34 years,9,2.93,Generation X
Costa Rica,2001,female,15-24 years,9,2.47,Millenials
Costa Rica,2001,female,75+ years,1,2.04,Silent
Costa Rica,2001,female,35-54 years,8,1.66,Boomers
Costa Rica,2001,male,5-14 years,4,0.96,Millenials
Costa Rica,2001,female,5-14 years,1,0.25,Millenials
Costa Rica,2001,female,55-74 years,0,0.0,Silent
Costa Rica,2002,male,75+ years,8,20.19,Silent
Costa Rica,2002,male,25-34 years,54,17.45,Generation X
Costa Rica,2002,male,35-54 years,84,17.06,Boomers
Costa Rica,2002,male,15-24 years,58,15.07,Millenials
Costa Rica,2002,male,55-74 years,28,13.98,Silent
Costa Rica,2002,female,15-24 years,18,4.84,Millenials
Costa Rica,2002,female,25-34 years,8,2.58,Generation X
Costa Rica,2002,female,35-54 years,9,1.81,Boomers
Costa Rica,2002,female,55-74 years,3,1.43,Silent
Costa Rica,2002,male,5-14 years,4,0.96,Millenials
Costa Rica,2002,female,5-14 years,1,0.25,Millenials
Costa Rica,2002,female,75+ years,0,0.0,Silent
Costa Rica,2003,male,75+ years,13,31.18,Silent
Costa Rica,2003,male,55-74 years,39,18.62,Silent
Costa Rica,2003,male,35-54 years,91,17.99,Boomers
Costa Rica,2003,male,25-34 years,55,17.55,Generation X
Costa Rica,2003,male,15-24 years,62,15.78,Millenials
Costa Rica,2003,female,15-24 years,28,7.38,Millenials
Costa Rica,2003,female,25-34 years,9,2.88,Generation X
Costa Rica,2003,female,35-54 years,11,2.15,Boomers
Costa Rica,2003,female,55-74 years,3,1.37,Silent
Costa Rica,2003,female,5-14 years,2,0.5,Millenials
Costa Rica,2003,male,5-14 years,2,0.48,Millenials
Costa Rica,2003,female,75+ years,0,0.0,Silent
Costa Rica,2004,male,35-54 years,104,20.06,Boomers
Costa Rica,2004,male,55-74 years,42,19.19,Silent
Costa Rica,2004,male,25-34 years,60,18.84,Generation X
Costa Rica,2004,male,15-24 years,68,17.01,Millenials
Costa Rica,2004,male,75+ years,5,11.43,Silent
Costa Rica,2004,female,25-34 years,10,3.15,Generation X
Costa Rica,2004,female,15-24 years,12,3.11,Millenials
Costa Rica,2004,female,55-74 years,6,2.63,Silent
Costa Rica,2004,female,35-54 years,12,2.29,Boomers
Costa Rica,2004,female,75+ years,1,1.77,Silent
Costa Rica,2004,female,5-14 years,3,0.76,Millenials
Costa Rica,2004,male,5-14 years,2,0.48,Millenials
Costa Rica,2005,male,35-54 years,98,18.48,Boomers
Costa Rica,2005,male,55-74 years,35,15.34,Silent
Costa Rica,2005,male,25-34 years,48,14.77,Generation X
Costa Rica,2005,male,15-24 years,44,10.85,Millenials
Costa Rica,2005,male,75+ years,4,8.73,Silent
Costa Rica,2005,female,15-24 years,14,3.58,Millenials
Costa Rica,2005,female,35-54 years,16,2.97,Boomers
Costa Rica,2005,female,25-34 years,7,2.17,Generation X
Costa Rica,2005,female,55-74 years,2,0.84,Silent
Costa Rica,2005,female,5-14 years,2,0.51,Millenials
Costa Rica,2005,male,5-14 years,2,0.49,Millenials
Costa Rica,2005,female,75+ years,0,0.0,Silent
Costa Rica,2006,male,35-54 years,123,22.7,Boomers
Costa Rica,2006,male,25-34 years,61,18.32,Generation X
Costa Rica,2006,male,55-74 years,37,15.62,Silent
Costa Rica,2006,male,15-24 years,63,15.33,Millenials
Costa Rica,2006,male,75+ years,5,10.36,Silent
Costa Rica,2006,female,15-24 years,18,4.54,Millenials
Costa Rica,2006,female,75+ years,2,3.21,Silent
Costa Rica,2006,female,25-34 years,10,3.03,Generation X
Costa Rica,2006,female,35-54 years,14,2.54,Boomers
Costa Rica,2006,female,55-74 years,6,2.43,Silent
Costa Rica,2006,male,5-14 years,6,1.47,Millenials
Costa Rica,2006,female,5-14 years,5,1.28,Millenials
Costa Rica,2007,male,35-54 years,90,16.3,Boomers
Costa Rica,2007,male,25-34 years,53,15.49,Generation X
Costa Rica,2007,male,55-74 years,32,13.03,Silent
Costa Rica,2007,male,15-24 years,46,11.09,Millenials
Costa Rica,2007,male,75+ years,4,7.9,Silent
Costa Rica,2007,female,15-24 years,20,5.0,Millenials
Costa Rica,2007,female,25-34 years,11,3.26,Generation X
Costa Rica,2007,female,35-54 years,9,1.6,Boomers
Costa Rica,2007,female,55-74 years,3,1.17,Silent
Costa Rica,2007,female,5-14 years,1,0.26,Generation Z
Costa Rica,2007,male,5-14 years,1,0.25,Generation Z
Costa Rica,2007,female,75+ years,0,0.0,Silent
Costa Rica,2008,male,35-54 years,101,17.97,Boomers
Costa Rica,2008,male,15-24 years,52,12.46,Millenials
Costa Rica,2008,male,55-74 years,31,12.19,Silent
Costa Rica,2008,male,25-34 years,38,10.79,Generation X
Costa Rica,2008,male,75+ years,4,7.55,Silent
Costa Rica,2008,female,75+ years,2,2.94,Silent
Costa Rica,2008,female,15-24 years,9,2.24,Millenials
Costa Rica,2008,female,55-74 years,5,1.88,Silent
Costa Rica,2008,female,35-54 years,10,1.75,Boomers
Costa Rica,2008,female,25-34 years,6,1.73,Generation X
Costa Rica,2008,female,5-14 years,2,0.52,Generation Z
Costa Rica,2008,male,5-14 years,1,0.25,Generation Z
Costa Rica,2009,male,25-34 years,60,16.57,Generation X
Costa Rica,2009,male,35-54 years,86,15.05,Boomers
Costa Rica,2009,male,15-24 years,51,12.17,Millenials
Costa Rica,2009,male,55-74 years,32,12.12,Silent
Costa Rica,2009,male,75+ years,6,10.83,Silent
Costa Rica,2009,female,25-34 years,10,2.81,Generation X
Costa Rica,2009,female,15-24 years,11,2.73,Millenials
Costa Rica,2009,female,35-54 years,13,2.23,Boomers
Costa Rica,2009,female,55-74 years,5,1.81,Silent
Costa Rica,2009,female,5-14 years,3,0.8,Generation Z
Costa Rica,2009,male,5-14 years,1,0.25,Generation Z
Costa Rica,2009,female,75+ years,0,0.0,Silent
Costa Rica,2010,male,25-34 years,74,19.92,Generation X
Costa Rica,2010,male,35-54 years,106,18.24,Generation X
Costa Rica,2010,male,55-74 years,36,13.09,Silent
Costa Rica,2010,male,75+ years,7,12.09,Silent
Costa Rica,2010,male,15-24 years,40,9.52,Millenials
Costa Rica,2010,female,25-34 years,12,3.29,Generation X
Costa Rica,2010,female,35-54 years,16,2.7,Generation X
Costa Rica,2010,female,15-24 years,10,2.47,Millenials
Costa Rica,2010,female,55-74 years,5,1.74,Silent
Costa Rica,2010,male,5-14 years,5,1.29,Generation Z
Costa Rica,2010,female,5-14 years,0,0.0,Generation Z
Costa Rica,2010,female,75+ years,0,0.0,Silent
Costa Rica,2011,male,25-34 years,72,18.95,Millenials
Costa Rica,2011,male,75+ years,9,14.82,Silent
Costa Rica,2011,male,35-54 years,85,14.42,Generation X
Costa Rica,2011,male,55-74 years,40,14.01,Boomers
Costa Rica,2011,male,15-24 years,52,12.38,Millenials
Costa Rica,2011,female,15-24 years,20,4.95,Millenials
Costa Rica,2011,female,55-74 years,8,2.67,Boomers
Costa Rica,2011,female,35-54 years,14,2.33,Generation X
Costa Rica,2011,female,25-34 years,8,2.15,Millenials
Costa Rica,2011,male,5-14 years,5,1.31,Generation Z
Costa Rica,2011,female,75+ years,1,1.29,Silent
Costa Rica,2011,female,5-14 years,2,0.55,Generation Z
Costa Rica,2012,male,35-54 years,94,15.7,Generation X
Costa Rica,2012,male,25-34 years,55,14.18,Millenials
Costa Rica,2012,male,15-24 years,58,13.83,Millenials
Costa Rica,2012,male,55-74 years,40,13.45,Boomers
Costa Rica,2012,male,75+ years,8,12.57,Silent
Costa Rica,2012,female,35-54 years,16,2.62,Generation X
Costa Rica,2012,female,15-24 years,10,2.48,Millenials
Costa Rica,2012,female,55-74 years,6,1.92,Boomers
Costa Rica,2012,female,25-34 years,7,1.85,Millenials
Costa Rica,2012,male,5-14 years,5,1.33,Generation Z
Costa Rica,2012,female,5-14 years,3,0.83,Generation Z
Costa Rica,2012,female,75+ years,0,0.0,Silent
Costa Rica,2013,male,25-34 years,75,18.97,Millenials
Costa Rica,2013,male,75+ years,12,18.0,Silent
